pays,code_iso3,volaille_kcal_hab_jour,population_milliers,pib_par_habitant_ppp,pct_pop_ne_peut_manger_sain,imports_alim_pct_imports_totaux,densite_population_hab_km2,pct_population_urbaine,lpi_efficacite_douane,croissance_pib_pct,marche_volaille,taux_dependance_import,prix_moyen_import,part_bio_agriculture,indice_stabilite_globale,part_volaille_viande,distance_france_km,volaille_import_valeur_usd_hab
Mongolia,MNG,-1.132415495389245,-0.29081342916558,-0.4266072885715974,-0.1768643175392382,-0.2310258467225058,-0.6896393492461823,0.3754132392102974,-0.781097184328204,0.6627459773648572,-0.32384615209548945,0.742048986230273,-0.2801421513674446,-0.5736912404255482,-0.17170346593406438,-1.8186664045972565,0.42033429969389163,-0.3682845830323577
Norway,NOR,0.07861836344313257,-0.2785779015540642,2.6919717966321666,-1.198510844094021,-0.6985165335852163,-0.6284333121794613,1.064348060624042,1.425810614419966,-0.5365407648050693,-0.28601022621059286,-1.0026287357025316,1.5309351104822126,0.43043004734396484,2.1223832110678242,-0.4527921872662433,-1.1134514408717462,-0.49591564210684064
Slovenia,SVN,0.2865079937960136,-0.2966818572900938,0.7430312377107957,-1.1296357973599906,-0.8349550355329526,-0.19435361538622029,-0.24666000424464238,0.725904069013855,0.4879535191846797,-0.3086796676827063,0.742048986230273,0.4097782623650587,1.0065778670618266,0.9798971929279658,-0.3580242709485181,-1.214824584279694,0.8757385060087549
Mauritania,MRT,-0.9662482843339447,-0.2845829095355957,-0.7843836093285025,0.707032115547484,-0.04079202589742725,-0.6794809656503181,-0.29807378987428745,-1.0214443588372937,0.9022417245637188,-0.31878267984969466,0.742048986230273,-0.7528802504531692,-0.5736912404255482,-0.9593221485192446,-1.1435699369659875,-0.4529372993672031,-0.39315202338229555
Zimbabwe,ZWE,-0.9778077424943135,-0.2248714351225041,-0.895645147468328,1.6177132890307733,0.11022762593949428,-0.5110610723581359,-1.254442561191416,-1.331427902126583,0.32165862212992075,-0.29869595126295295,0.39192655739532034,-0.7610932118661176,-0.5694670581225874,-1.3873225828668172,-1.4762538678712553,0.6602062967615359,-0.5969755353607531
Sri Lanka,LKA,-0.7077860245294508,-0.18389725273087,-0.4192812496721326,0.10628865236733073,-0.16174422799953278,1.0070868297726294,-2.0172950611897025,-0.29277048740322553,0.9741036076635028,-0.2515648222421298,-1.5851055029361605,0.6564136940451697,0.6875353089672126,-0.21954042724752038,2.341474956440373,0.8144446945218934,-0.6094292415061647
Lebanon,LBN,0.236296597411912,-0.27360284649842165,-0.35261857992027723,-1.2597331078576035,0.37334925356464943,2.2653747206406503,1.4117583581952868,-0.3397889250807247,-1.126415146350187,-0.2737246681611797,0.742048986230273,0.282380383708485,-0.531529675296107,-0.9204339625439677,1.022743113117342,-0.6169601634370931,-0.3115193921781803
India,IND,-1.1320542623217333,7.349509054956252,-0.7297167927453615,0.9940114769392769,-1.1884916519525133,1.5521175414516115,-1.3289760248561795,0.5761525698863618,1.1006045180343889,1.1175221332952296,-1.631502837521764,1.1246533106922212,-0.364858191184198,-0.1824659878852268,1.0795394179351314,0.29620001768396587,-0.6122402419347841
Italy,ITA,-0.07707308865433349,0.03183020901645818,1.0491825475094838,-0.877093959335213,-0.48278063718496184,0.29947449589760505,0.4535109766748776,1.2793834981638992,-0.8615958685023974,0.0912736262948225,0.2628718151493178,0.2645117488966627,2.555988247394096,0.398562797765066,-0.8027356782496461,-1.1769583409043427,-0.39639073668778396
Dominican Republic,DOM,1.0579212094668689,-0.24822033897596113,-0.2081113915700149,-0.22278101536192518,0.11485297699636897,0.3875933875400427,0.6697844192127906,-0.6156859514010525,0.01909041298874344,-0.18591690426367546,0.742048986230273,-0.4436703583045798,1.1321466487994174,-0.4477411031287942,1.4347424609712949,0.45756499179820836,-0.3682803205307837
Malaysia,MYS,2.2814176091283938,-0.1260655677230644,0.22245405252133896,-1.1105038399338711,-0.8579631915352611,-0.21469287867313128,0.6849266723495874,0.5161692173570198,0.7292071043449877,0.3213406027624786,-0.6578286890926367,0.03894169694942312,-0.5722191847840202,0.3597593129940287,1.9050800284919256,1.3276655517666407,-0.39038676130809785
United Kingdom of Great Britain and Northern Ireland,GBR,0.9965115879899101,0.06542125042806066,1.1670846472248475,-1.1487677547861104,-0.6318574423054514,0.6429734299541092,1.0771360181393521,2.0202063482032027,-0.32508644589126795,0.5286912461764799,0.742048986230273,0.453325417555524,0.031807935334611834,1.6306054398186958,0.0961148585519781,-1.381714480071851,1.387789358955504
Netherlands (Kingdom of the),NLD,-0.2692490805704631,-0.21077476055216537,1.7696620572890158,-1.202337235579245,-0.1405817166742025,1.8056675080396358,1.5133060470159574,2.278019908791325,-0.41642806063461046,-0.22567171673366535,0.742048986230273,0.038552654315124966,0.11299479665528539,1.9370952411865776,-0.7446873113216573,-1.358457073501675,3.938433201880153
Greece,GRC,-0.30085697397772126,-0.2477320871077197,0.3271178714183715,-0.09268370486431232,-0.08659186993444533,-0.28877658612696316,0.8641790069108821,0.18415093674129437,-0.9109468661977462,-0.2660134613258901,0.742048986230273,-0.01591167145098412,0.8508819474790688,0.16635218804661736,-0.8539861565143663,-0.910701864469067,0.2829111734325186
Germany,DEU,-0.1254783197008773,0.15975732376043691,1.6122593267823855,-1.1678997122122299,-0.8304737875949318,0.46533546245982815,1.0159928192343812,2.4297519482507495,-0.41024458787484847,0.22627756022939172,0.742048986230273,0.25307739510907495,0.8607505874339341,1.7975277001682102,-0.8682007951140694,-1.2385069149316248,0.7800098502548689
